SMILES,AcidChloride,Alcohol,Aldehyde,Alkane,Alkene,Alkyne,Amide,Amidine,Amine,Aniline,Azide,Azo,Benzene,Benzodiazepine,Boronate,Carbamate,Carbodiimide,Carbonate,CarboxylicAcid,Cyano,Cyclopropane,Diazo,Diazonium,Disulfide,Enamine,Ester,Ether,Fluoro,Guanidine,Halo,Hydrazide,Hydrazine,Hydrazone,Hydroxamate,Imide,Imidazole,Imine,Isonitrile,Isocyanate,Isothiocyanate,Ketone,Lactam,Lactone,Methoxy,Nitrile,Nitro,Nitroso,Oxime,Phenol,Phosphate,Phosphine,Phosphodiester,Phosphonate,Propargyl,Pyridine,Quinoline,Semicarbazone,Sulfate,Sulfide,Sulfinamide,Sulfonamide,Sulfone,SulfonicAcid,SulfonylChloride,Sulfoxide,TerminalAlkyne,Tetrazole,Thial,Thioamide,Thiocarbamate,Thiocyanate,Thioester,Thioether,Thiol,Thione,Thiophene,Thiourea,Triazole,Urea,Vinyl,Xylyl,file_name
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]OC([H])([H])C([H])([H])C([H])([H])C1=NC2=NC(c3c([H])c([H])c([H])c([H])c3[H])=C([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])N2N1[H],0,1,0,4,1,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1nc([H])c(C(=O)/N=c2\c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3c(=O)n4c([H])c([H])c([H])c(C([H])([H])[H])c4nc3n2C([H])([H])c2oc([H])c([H])c2[H])c([H])c1[H],0,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc(C([H])([H])[H])n(C([H])([H])C([H])([H])c2nn([H])c(=S)n2C([H])([H])C([H])([H])[H])c1[H],0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1798_actives_new.sdf
[H]c1nc(C([H])([H])N([H])c2nc(C([H])([H])C([H])([H])[H])nc3c2oc2c([H])c([H])c([H])c([H])c23)c([H])c([H])c1[H],0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1oc(C(=O)N([H])c2nc3nc(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])n3n2)c([H])c1[H],0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2nc3c(nc2c1[H])c(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])c1n([H])c(=O)c2c([H])c([H])c([H])c([H])c2n31,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(C(=O)OC([H])([H])[H])c([H])c([H])c1OC([H])([H])[C@]1([H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2C([H])([H])C([H])([H])N1C(=O)C1([H])C([H])([H])C1([H])[H],0,0,2,10,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1798_actives_new.sdf
[H]c1c([H])c(S(=O)(=O)N([H])c2nc3c([H])c([H])c([H])c([H])c3nc2Sc2nnc([H])n2C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])[H],0,0,1,2,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1798_actives_new.sdf
[H]C([H])=C([H])C([H])([H])n1c([H])nc2c(c1=O)c1nc3c([H])c([H])c([H])c([H])c3nc1n2/N=C(\[H])c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],0,0,0,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(-c2nnnn2-c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C([H])=C([H])C([H])([H])n1c(/N=C(\[H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])nc2c([H])c([H])c([H])c([H])c21,0,0,0,3,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1oc(-c2nnc(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])Oc4c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c4[H])c3[H])o2)c([H])c1[H],0,0,1,3,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(-c2nc3c(=O)n(C([H])([H])[H])c(=O)nc-3n(C([H])([H])C([H])([H])[H])n2)c([H])c1[H],0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]/N=c1\c(C(=O)N([H])C([H])([H])c2oc([H])c([H])c2[H])c([H])c2c(=O)n3c([H])c([H])c([H])c([H])c3nc2n1C([H])([H])C([H])([H])OC([H])([H])[H],0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(Cl)c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)C([H])([H])C2([H])[H])c([H])c1Cl,0,0,1,7,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C1=C(C(=O)N(C([H])([H])[H])C([H])([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])C2=N[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@@]([H])(C(F)(F)F)N2N1[H],0,0,1,9,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1c([H])c([H])c([C@@]2([H])C(N([H])C(=O)C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C3([H])[H])=Nc3c([H])c([H])c([H])c([H])c3N=C2C([H])([H])[H])c([H])c1[H],0,0,2,10,0,0,1,1,4,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c(N([H])C(=O)C([H])([H])Oc2c([H])c(C([H])([H])[H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],0,0,2,10,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C(C(=O)N([H])c1nc(C([H])([H])[H])c(C(=O)C([H])([H])[H])s1)=C(C([H])([H])[H])C([H])([H])[H],0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1sc(C(=O)N([H])C([H])([H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],0,0,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc([H])n(C([H])([H])[H])c1C([H])([H])[C@@]1([H])C([H])([H])OC(=O)[C@@]1([H])C([H])([H])C([H])([H])[H],0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1sc(C(=O)N([H])C([H])([H])C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],0,0,2,9,0,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N([H])[H])nc(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C2([H])[H])n1,0,0,1,9,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(OC([H])([H])c2nc(C#N)c(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c(Cl)c4[H])C([H])([H])C3([H])[H])o2)c([H])c1[H],0,0,0,5,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]N([H])C(=O)O[C@]([H])(C([H])([H])[H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,0,1,6,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])Sc2nc(=O)c([H])c(N([H])[H])n2-c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c([H])c1[H],0,0,1,2,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc([H])c(-c2nnc(SC([H])([H])C(=O)c3c([H])c(C([H])([H])[H])n(-c4c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c4[H])c3C([H])([H])[H])n2C([H])([H])C([H])([H])[H])c([H])c1[H],0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1798_actives_new.sdf
[H]c1c(C([H])([H])[H])oc([C@@]2([H])C(C#N)=C(N([H])[H])Oc3nc(-c4c([H])c([H])c([H])c([H])c4[H])n([H])c32)c1[H],0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1sc(S(=O)(=O)N([H])c2c([H])c([H])c([H])c(SC([H])([H])[H])c2[H])c([H])c1[H],0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(-n2nc(C([H])([H])[H])c(C(=O)OC([H])([H])C(=O)C(C#N)=C3N([H])c4c([H])c([H])c([H])c([H])c4N3[H])c2C([H])([H])[H])c([H])c1[H],0,0,2,3,1,0,0,0,3,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1c([H])c(-c2nnc(-c3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])o2)c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1sc(-c2c(=O)n(OC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[n+]2[O-])c([H])c1[H],0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2c(c1[H])C(=O)c1c([H])c([H])c([H])c3c1c-2c(N([H])C(=O)C([H])([H])[H])c(=O)n3C([H])([H])[H],0,0,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2nc([C@@]([H])(C#N)C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(N3C([H])([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C3([H])[H])nc2c1[H],0,0,1,13,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc([H])c(-c2nc3c([H])c([H])c(Cl)c([H])c3c(C(=O)N3C([H])([H])C([H])([H])C4(OC([H])([H])C([H])([H])O4)C([H])([H])C3([H])[H])c2[H])c([H])c1[H],0,0,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C1=NC2=NC(c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])=C([H])[C@]([H])(c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])N2N1[H],0,0,0,4,1,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]OC(=O)[C@@]([H])(N([H])C(=O)c1c([H])c([H])c([H])c([H])c1N([H])C(=O)c1oc([H])c([H])c1[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,0,1,3,2,0,0,2,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2O[H])c(O[H])c1[H],0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c(Cl)c1[H],0,0,2,9,0,0,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2c(C(=O)N([H])C([H])([H])C([H])([H])n3c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2c1[H],0,0,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1sc2c([H])c3c(=O)n(C([H])([H])C([H])([H])C([H])([H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C4([H])[H])nc(C([H])([H])[H])n3c2c1[H],0,0,2,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]OC1=C(C(=O)c2sc([H])c([H])c2[H])[C@@]([H])(c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])N(c2nnc(C([H])([H])[H])s2)C1=O,0,1,2,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1798_actives_new.sdf
[H]OC(=O)c1c([H])c(O[H])c2c(c1[H])C(=O)c1c([H])c([H])c([H])c(O[H])c1C2=O,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1798_actives_new.sdf
[H]C1=C2C(C#N)=C(N([H])[H])C(C#N)(C#N)[C@@]([H])(c3c([H])c(OC([H])([H])[H])c([H])c([H])c3OC([H])([H])[H])[C@@]2([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H],0,0,0,10,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2c(c1[H])N(C(=O)C([H])([H])Sc1nc(C3([H])C([H])([H])C3([H])[H])nc3c1c(=O)n(C([H])([H])[H])c(=O)n3C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],0,0,1,9,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C1=C(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0,0,1,17,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]C1=C2C(C#N)=C(N([H])[H])C(C#N)(C#N)[C@]([H])(c3c([H])c([H])c([H])c(Cl)c3[H])[C@@]2([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0,0,0,6,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1798_actives_new.sdf
